szn,Winner,runner_up,finalist
1964-65,https://www.nhl.com/player/johnny-bower-8449835,https://www.nhl.com/player/roger-crozier-8449859,
,,,
1963-64,https://www.nhl.com/player/charlie-hodge-8449995,https://www.nhl.com/player/glenn-hall-8449988,
,,,
1962-63,https://www.nhl.com/player/glenn-hall-8449988,https://www.nhl.com/player/johnny-bower-8449835,
,,,
1961-62,https://www.nhl.com/player/jacques-plante-8450066,https://www.nhl.com/player/johnny-bower-8449835,
,,,
1960-61,https://www.nhl.com/player/johnny-bower-8449835,https://www.nhl.com/player/glenn-hall-8449988,
,,,
1959-60,https://www.nhl.com/player/jacques-plante-8450066,https://www.nhl.com/player/glenn-hall-8449988,
,,,
1958-59,https://www.nhl.com/player/jacques-plante-8450066,https://www.nhl.com/player/johnny-bower-8449835,
,,,
1957-58,https://www.nhl.com/player/jacques-plante-8450066,https://www.nhl.com/player/gump-worsley-8450152,
,,,
1956-57,https://www.nhl.com/player/jacques-plante-8450066,https://www.nhl.com/player/glenn-hall-8449988,
,,,
1955-56,https://www.nhl.com/player/jacques-plante-8450066,https://www.nhl.com/player/glenn-hall-8449988,
,,,
1954-55,https://www.nhl.com/player/terry-sawchuk-8450111,https://www.nhl.com/player/harry-lumley-8450019,
,,,
1953-54,https://www.nhl.com/player/harry-lumley-8450019,https://www.nhl.com/player/terry-sawchuk-8450111,
,,,
1952-53,https://www.nhl.com/player/terry-sawchuk-8450111,https://www.nhl.com/player/gerry-mcneil-8450041,
,,,
1951-52,https://www.nhl.com/player/terry-sawchuk-8450111,https://www.nhl.com/player/al-rollins-8450108,
,,,
1950-51,https://www.nhl.com/player/al-rollins-8450108,https://www.nhl.com/player/terry-sawchuk-8450111,
,,,
1949-50,https://www.nhl.com/player/bill-durnan-8449910,https://www.nhl.com/player/harry-lumley-8450019,
,,,
1948-49,https://www.nhl.com/player/bill-durnan-8449910,https://www.nhl.com/player/harry-lumley-8450019,
,,,
1947-48,https://www.nhl.com/player/turk-broda-8449837,https://www.nhl.com/player/harry-lumley-8450019,
,,,
1946-47,https://www.nhl.com/player/bill-durnan-8449910,https://www.nhl.com/player/turk-broda-8449837,
,,,
1945-46,https://www.nhl.com/player/bill-durnan-8449910,https://www.nhl.com/player/frank-brimsek-8449836,
,,,
1944-45,https://www.nhl.com/player/bill-durnan-8449910,https://www.nhl.com/player/frank-mccool-8450029,https://www.nhl.com/player/harry-lumley-8450019
,,,
1943-44,https://www.nhl.com/player/bill-durnan-8449910,https://www.nhl.com/player/paul-bibeault-8449823,
,,,
1942-43,https://www.nhl.com/player/johnny-mowers-8450047,https://www.nhl.com/player/turk-broda-8449837,
,,,
1941-42,https://www.nhl.com/player/frank-brimsek-8449836,https://www.nhl.com/player/turk-broda-8449837,
,,,
1940-41,https://www.nhl.com/player/turk-broda-8449837,https://www.nhl.com/player/frank-brimsek-8449836,https://www.nhl.com/player/johnny-mowers-8450047
,,,
1939-40,https://www.nhl.com/player/dave-kerr-8450009,https://www.nhl.com/player/frank-brimsek-8449836,
,,,
1938-39,https://www.nhl.com/player/frank-brimsek-8449836,https://www.nhl.com/player/dave-kerr-8450009,
,,,
1937-38,https://www.nhl.com/player/tiny-thompson-8450127,https://www.nhl.com/player/dave-kerr-8450009,
,,,
1936-37,https://www.nhl.com/player/normie-smith-8450115,https://www.nhl.com/player/dave-kerr-8450009,
,,,
1935-36,https://www.nhl.com/player/tiny-thompson-8450127,https://www.nhl.com/player/mike-karakas-8450007,
,,,
1934-35,https://www.nhl.com/player/lorne-chabot-8449850,https://www.nhl.com/player/alec-connell-8449856,
,,,
1933-34,https://www.nhl.com/player/charlie-gardiner-8449966,https://www.nhl.com/player/wilf-cude-8449861,
,,,
1932-33,https://www.nhl.com/player/tiny-thompson-8450127,https://www.nhl.com/player/john-ross-roach-8450103,
,,,
1931-32,https://www.nhl.com/player/charlie-gardiner-8449966,https://www.nhl.com/player/alec-connell-8449856,
,,,
1930-31,https://www.nhl.com/player/roy-worters-8450153,https://www.nhl.com/player/charlie-gardiner-8449966,
,,,
1929-30,https://www.nhl.com/player/tiny-thompson-8450127,https://www.nhl.com/player/charlie-gardiner-8449966,
,,,
1928-29,https://www.nhl.com/player/george-hainsworth-8449987,https://www.nhl.com/player/tiny-thompson-8450127,
,,,
1927-28,https://www.nhl.com/player/george-hainsworth-8449987,https://www.nhl.com/player/alec-connell-8449856,
,,,
1926-27,https://www.nhl.com/player/george-hainsworth-8449987,https://www.nhl.com/player/clint-benedict-8449817,
